customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
2623,10,9,669051.41,4,2,3,9,Medium Value
2624,87,10,567826.08,1,3,3,7,Medium Value
2625,54,5,117363.43,2,1,1,4,Low Value
2626,10,10,443860.72,4,3,2,9,Medium Value
2627,3,14,832366.0,4,4,4,12,High Value
2628,116,14,962789.29,1,4,4,9,Medium Value
2629,28,10,912088.76,3,3,4,10,High Value
2630,60,6,502605.83,2,1,2,5,Low Value
2631,58,7,281496.33,2,1,1,4,Low Value
2632,76,11,797917.24,2,3,4,9,Medium Value
2633,202,6,261880.5,1,1,1,3,Low Value
2634,56,8,372406.73,2,2,1,5,Low Value
2635,44,7,379381.14,2,1,1,4,Low Value
2636,103,9,337131.82,1,2,1,4,Low Value
2637,291,3,129688.22,1,1,1,3,Low Value
2638,162,8,608155.49,1,2,3,6,Low Value
2639,3,5,306419.39999999997,4,1,1,6,Low Value
2640,91,8,256449.74,1,2,1,4,Low Value
2641,29,12,752043.76,3,3,4,10,High Value
2642,32,9,434083.65,3,2,2,7,Medium Value
2643,35,11,915448.84,3,3,4,10,High Value
2644,225,3,288172.07999999996,1,1,1,3,Low Value
2645,16,10,795554.78,4,3,4,11,High Value
2646,174,9,442269.75,1,2,2,5,Low Value
2647,20,10,491516.38,3,3,2,8,Medium Value
2648,22,9,713307.3200000001,3,2,3,8,Medium Value
2649,4,11,404458.25,4,3,1,8,Medium Value
2650,303,4,154089.46,1,1,1,3,Low Value
2651,50,9,537074.8200000001,2,2,2,6,Low Value
2652,12,5,279477.96,4,1,1,6,Low Value
2653,46,10,475320.04,2,3,2,7,Medium Value
2654,17,11,441073.75,4,3,2,9,Medium Value
2655,44,15,944044.02,2,4,4,10,High Value
2656,105,16,673496.81,1,4,3,8,Medium Value
2657,264,4,134871.98,1,1,1,3,Low Value
2658,136,6,398298.16000000003,1,1,1,3,Low Value
2659,9,9,580792.1,4,2,3,9,Medium Value
2660,90,11,663244.83,1,3,3,7,Medium Value
2661,65,8,362901.99,2,2,1,5,Low Value
2662,8,10,540071.22,4,3,2,9,Medium Value
2663,23,12,675085.8500000001,3,3,3,9,Medium Value
2664,23,9,646235.67,3,2,3,8,Medium Value
2665,30,10,854230.88,3,3,4,10,High Value
2666,20,13,791701.19,3,4,4,11,High Value
2667,58,9,573734.4299999999,2,2,3,7,Medium Value
2668,72,7,219932.55,2,1,1,4,Low Value
2669,36,11,605506.83,3,3,3,9,Medium Value
2670,54,11,727090.14,2,3,4,9,Medium Value
2671,44,14,942670.66,2,4,4,10,High Value
2672,76,11,876941.47,2,3,4,9,Medium Value
2673,94,11,528613.69,1,3,2,6,Low Value
2674,191,9,754498.67,1,2,4,7,Medium Value
2675,56,13,672931.3200000001,2,4,3,9,Medium Value
2676,19,14,789325.09,3,4,4,11,High Value
2677,30,8,466896.27,3,2,2,7,Medium Value
2678,79,11,652267.18,2,3,3,8,Medium Value
2679,15,12,562064.27,4,3,3,10,High Value
2680,46,10,385488.52,2,3,1,6,Low Value
2681,14,15,596197.81,4,4,3,11,High Value
2682,32,7,519164.1,3,1,2,6,Low Value
2683,157,9,517580.18,1,2,2,5,Low Value
2684,46,7,326636.06,2,1,1,4,Low Value
2685,113,8,360565.33999999997,1,2,1,4,Low Value
2686,181,10,678813.6900000001,1,3,3,7,Medium Value
2687,23,10,540414.13,3,3,2,8,Medium Value
2688,39,11,717823.79,3,3,3,9,Medium Value
2689,6,7,346321.8,4,1,1,6,Low Value
2690,230,8,468955.44,1,2,2,5,Low Value
2691,214,6,609331.42,1,1,3,5,Low Value
2692,208,8,503467.1,1,2,2,5,Low Value
2693,11,11,636940.75,4,3,3,10,High Value
2694,97,13,725256.71,1,4,4,9,Medium Value
2695,151,10,575144.38,1,3,3,7,Medium Value
2696,32,10,444738.69,3,3,2,8,Medium Value
2697,57,11,669290.61,2,3,3,8,Medium Value
2698,43,8,275439.51,2,2,1,5,Low Value
2699,26,8,433991.70999999996,3,2,2,7,Medium Value
2700,27,15,1162059.7,3,4,4,11,High Value
2701,17,18,837836.13,4,4,4,12,High Value
2702,3,14,668294.32,4,4,3,11,High Value
2703,38,11,927776.38,3,3,4,10,High Value
2704,24,13,781295.98,3,4,4,11,High Value
2705,114,17,972607.37,1,4,4,9,Medium Value
2706,6,12,748151.75,4,3,4,11,High Value
2707,70,8,653038.93,2,2,3,7,Medium Value
2708,32,7,443808.07,3,1,2,6,Low Value
2709,131,10,542881.97,1,3,2,6,Low Value
2710,120,7,472036.77999999997,1,1,2,4,Low Value
2711,7,4,141091.11,4,1,1,6,Low Value
2712,32,14,802316.95,3,4,4,11,High Value
2713,32,8,240302.91,3,2,1,6,Low Value
2714,48,11,723963.13,2,3,3,8,Medium Value
2715,90,11,358333.0,1,3,1,5,Low Value
2716,3,9,333830.42,4,2,1,7,Medium Value
2717,4,10,768459.46,4,3,4,11,High Value
2718,30,11,740206.76,3,3,4,10,High Value
2719,67,8,327631.48,2,2,1,5,Low Value
2720,56,6,165522.82,2,1,1,4,Low Value
2721,3,7,380910.43,4,1,1,6,Low Value
2722,63,8,476572.32,2,2,2,6,Low Value
2723,257,6,274846.8,1,1,1,3,Low Value
2724,11,7,213024.82,4,1,1,6,Low Value
2725,33,7,625542.55,3,1,3,7,Medium Value
2726,26,12,786443.53,3,3,4,10,High Value
2727,216,8,633501.34,1,2,3,6,Low Value
2728,1,13,811072.85,4,4,4,12,High Value
2729,25,14,702704.11,3,4,3,10,High Value
2730,18,8,816998.29,3,2,4,9,Medium Value
2731,100,3,174955.12,1,1,1,3,Low Value
2732,95,9,229190.25999999998,1,2,1,4,Low Value
2733,277,8,280833.1,1,2,1,4,Low Value
2734,4,9,557897.53,4,2,3,9,Medium Value
2735,169,10,573229.1799999999,1,3,3,7,Medium Value
2736,23,7,593935.01,3,1,3,7,Medium Value
2737,56,9,808412.33,2,2,4,8,Medium Value
2738,8,9,471069.9,4,2,2,8,Medium Value
2739,5,6,363258.74000000005,4,1,1,6,Low Value
2740,11,16,1017522.97,4,4,4,12,High Value
2741,39,8,287945.02,3,2,1,6,Low Value
2742,31,10,551617.89,3,3,2,8,Medium Value
2743,51,15,950972.2899999999,2,4,4,10,High Value
2744,47,13,996573.96,2,4,4,10,High Value
2745,38,11,726737.16,3,3,4,10,High Value
2746,25,14,1018717.51,3,4,4,11,High Value
2747,48,9,292015.28,2,2,1,5,Low Value
2748,13,11,650550.83,4,3,3,10,High Value
2749,130,14,621868.29,1,4,3,8,Medium Value
2750,54,11,581953.8200000001,2,3,3,8,Medium Value
2751,37,10,543505.33,3,3,2,8,Medium Value
2752,22,15,446773.39999999997,3,4,2,9,Medium Value
2753,195,6,196955.75,1,1,1,3,Low Value
2754,97,9,478724.87,1,2,2,5,Low Value
2755,29,12,946060.03,3,3,4,10,High Value
2756,20,15,978942.37,3,4,4,11,High Value
2757,109,7,354396.02999999997,1,1,1,3,Low Value
2758,6,5,434199.73,4,1,2,7,Medium Value
2759,31,6,131168.58,3,1,1,5,Low Value
2760,253,10,480713.81000000006,1,3,2,6,Low Value
2761,6,10,607653.5,4,3,3,10,High Value
2762,15,5,241016.04,4,1,1,6,Low Value
2763,80,10,572495.87,2,3,3,8,Medium Value
2764,35,5,246982.57,3,1,1,5,Low Value
2765,7,7,339644.78,4,1,1,6,Low Value
2766,31,13,740667.8,3,4,4,11,High Value
2767,48,11,786340.17,2,3,4,9,Medium Value
2768,190,5,241020.57,1,1,1,3,Low Value
2769,32,17,913756.0700000001,3,4,4,11,High Value
2770,103,9,523449.11,1,2,2,5,Low Value
2771,26,12,810259.41,3,3,4,10,High Value
2772,24,12,492327.0,3,4,2,9,Medium Value
2773,88,10,703777.12,1,3,3,7,Medium Value
2774,12,14,1008521.65,4,4,4,12,High Value
2775,46,14,758578.37,2,4,4,10,High Value
2776,19,9,326679.93,3,2,1,6,Low Value
2777,123,5,347963.72,1,1,1,3,Low Value
2778,21,7,346842.97000000003,3,1,1,5,Low Value
2779,96,11,763382.59,1,3,4,8,Medium Value
2780,30,19,1147028.59,3,4,4,11,High Value
2781,75,8,684617.06,2,2,3,7,Medium Value
2782,83,10,661133.4400000001,1,3,3,7,Medium Value
2783,57,10,537230.61,2,3,2,7,Medium Value
2784,12,12,509479.6,4,4,2,10,High Value
2785,30,9,737124.59,3,2,4,9,Medium Value
2786,101,10,663863.15,1,3,3,7,Medium Value
2787,15,13,753666.55,4,4,4,12,High Value
2788,132,4,201881.84999999998,1,1,1,3,Low Value
2789,56,10,666050.7,2,3,3,8,Medium Value
2790,63,10,566181.99,2,3,3,8,Medium Value
2791,49,12,601350.41,2,4,3,9,Medium Value
2792,42,12,653677.94,2,4,3,9,Medium Value
2793,64,10,578276.99,2,3,3,8,Medium Value
2794,39,13,642141.49,3,4,3,10,High Value
2795,117,6,377938.78,1,1,1,3,Low Value
2796,8,11,724162.14,4,3,3,10,High Value
2797,64,15,729725.84,2,4,4,10,High Value
2798,11,7,360751.26,4,1,1,6,Low Value
2799,55,8,505803.32,2,2,2,6,Low Value
2800,69,9,492891.31,2,2,2,6,Low Value
2801,52,11,664508.73,2,3,3,8,Medium Value
2802,47,5,258443.76,2,1,1,4,Low Value
2803,44,10,622945.58,2,3,3,8,Medium Value
2804,45,14,1046475.61,2,4,4,10,High Value
2805,23,9,600627.0,3,2,3,8,Medium Value
2806,86,7,532938.15,1,1,2,4,Low Value
2807,2,11,663159.48,4,3,3,10,High Value
2808,28,11,469195.18,3,3,2,8,Medium Value
2809,2,16,1389838.01,4,4,4,12,High Value
2810,137,11,548769.31,1,3,2,6,Low Value
2811,2,11,760251.51,4,3,4,11,High Value
2812,15,15,571447.03,4,4,3,11,High Value
2813,58,13,607756.41,2,4,3,9,Medium Value
2814,11,8,513157.14999999997,4,2,2,8,Medium Value
2815,25,6,489241.42,3,1,2,6,Low Value
2816,72,15,1254318.51,2,4,4,10,High Value
2817,26,16,858684.83,3,4,4,11,High Value
2818,89,10,803965.15,1,3,4,8,Medium Value
2819,3,13,786095.63,4,4,4,12,High Value
2820,32,14,921976.73,3,4,4,11,High Value
2821,21,11,742862.04,3,3,4,10,High Value
2822,38,13,885874.82,3,4,4,11,High Value
2823,68,10,458130.23000000004,2,3,2,7,Medium Value
2824,14,11,760296.76,4,3,4,11,High Value
2825,78,13,788005.22,2,4,4,10,High Value
2826,180,7,375889.62,1,1,1,3,Low Value
2827,140,7,652874.9,1,1,3,5,Low Value
2828,110,7,301054.12,1,1,1,3,Low Value
2829,50,11,343736.58,2,3,1,6,Low Value
2830,95,10,749969.8,1,3,4,8,Medium Value
2831,88,10,563575.39,1,3,3,7,Medium Value
2832,61,17,1146920.97,2,4,4,10,High Value
2833,55,8,442549.33,2,2,2,6,Low Value
2834,6,6,288309.88,4,1,1,6,Low Value
2835,14,8,394810.4,4,2,1,7,Medium Value
2836,25,8,808731.36,3,2,4,9,Medium Value
2837,35,9,524218.98,3,2,2,7,Medium Value
2838,22,7,289436.56,3,1,1,5,Low Value
2839,16,14,644331.22,4,4,3,11,High Value
2840,18,11,386441.37,3,3,1,7,Medium Value
2841,181,9,380585.25,1,2,1,4,Low Value
2842,5,14,820213.24,4,4,4,12,High Value
2843,55,7,435367.34,2,1,2,5,Low Value
2844,18,15,1074905.86,3,4,4,11,High Value
2845,45,15,1113724.13,2,4,4,10,High Value
2846,26,6,369244.79,3,1,1,5,Low Value
2847,14,13,574628.41,4,4,3,11,High Value
2848,44,16,1468060.06,2,4,4,10,High Value
2849,20,11,449610.72,3,3,2,8,Medium Value
2850,212,11,749383.28,1,3,4,8,Medium Value
2851,3,7,379496.75,4,1,1,6,Low Value
2852,72,8,269956.68,2,2,1,5,Low Value
2853,41,12,686137.6799999999,2,4,3,9,Medium Value
2854,23,14,898184.92,3,4,4,11,High Value
2855,29,9,463782.30000000005,3,2,2,7,Medium Value
2856,46,8,362532.94,2,2,1,5,Low Value
2857,36,14,836385.19,3,4,4,11,High Value
2858,8,12,790398.87,4,4,4,12,High Value
2859,31,5,248806.04,3,1,1,5,Low Value
2860,10,14,1034247.44,4,4,4,12,High Value
2861,9,13,510018.31,4,4,2,10,High Value
2862,88,9,432199.2,1,2,2,5,Low Value
2863,119,7,318250.71,1,1,1,3,Low Value
2864,144,11,418198.8,1,3,2,6,Low Value
2865,72,11,561445.6,2,3,3,8,Medium Value
2866,78,10,530668.14,2,3,2,7,Medium Value
2867,58,15,1001298.7,2,4,4,10,High Value
2868,90,8,368660.07,1,2,1,4,Low Value
2869,80,7,354594.54,2,1,1,4,Low Value
2870,10,5,243384.24,4,1,1,6,Low Value
2871,173,7,305542.2,1,1,1,3,Low Value
2872,47,14,967741.08,2,4,4,10,High Value
2873,44,9,723337.51,2,2,3,7,Medium Value
2874,8,9,584922.34,4,2,3,9,Medium Value
2875,131,6,572652.26,1,1,3,5,Low Value
2876,46,9,482767.65,2,2,2,6,Low Value
2877,59,8,491517.82999999996,2,2,2,6,Low Value
2878,62,5,282146.14,2,1,1,4,Low Value
2879,31,11,373034.83,3,3,1,7,Medium Value
2880,99,6,353058.06,1,1,1,3,Low Value
2881,36,4,218407.56,3,1,1,5,Low Value
2882,33,10,592607.5800000001,3,3,3,9,Medium Value
2883,15,12,612731.52,4,4,3,11,High Value
2884,58,9,726065.72,2,2,4,8,Medium Value
2885,11,12,638792.14,4,4,3,11,High Value
2886,531,2,81739.26000000001,1,1,1,3,Low Value
2887,3,14,899409.26,4,4,4,12,High Value
2888,4,11,746047.64,4,3,4,11,High Value
2889,110,9,546607.73,1,2,2,5,Low Value
2890,104,7,321956.85,1,1,1,3,Low Value
2891,82,6,334787.1,2,1,1,4,Low Value
2892,30,9,842325.54,3,2,4,9,Medium Value
2893,103,14,980881.33,1,4,4,9,Medium Value
2894,104,5,600497.96,1,1,3,5,Low Value
2895,9,16,917965.66,4,4,4,12,High Value
2896,45,12,917707.47,2,4,4,10,High Value
2897,103,11,608901.53,1,3,3,7,Medium Value
2898,57,10,484843.79,2,3,2,7,Medium Value
2899,59,8,414185.02999999997,2,2,1,5,Low Value
2900,30,13,651303.49,3,4,3,10,High Value
2901,16,11,611411.55,4,3,3,10,High Value
2902,36,11,632500.13,3,3,3,9,Medium Value
2903,4,13,663086.49,4,4,3,11,High Value
2904,160,3,331296.64,1,1,1,3,Low Value
2905,73,5,299555.65,2,1,1,4,Low Value
2906,96,5,289194.57,1,1,1,3,Low Value
2907,47,12,782752.59,2,4,4,10,High Value
2908,78,6,215290.49,2,1,1,4,Low Value
2909,8,16,907406.3200000001,4,4,4,12,High Value
2910,161,10,441012.78,1,3,2,6,Low Value
2911,20,15,924755.0599999999,3,4,4,11,High Value
2912,18,14,658519.8099999999,3,4,3,10,High Value
2913,15,8,626571.23,4,2,3,9,Medium Value
2914,179,4,215704.0,1,1,1,3,Low Value
2915,68,16,813651.95,2,4,4,10,High Value
2916,107,8,471394.25,1,2,2,5,Low Value
2917,196,11,667413.01,1,3,3,7,Medium Value
2918,25,16,1153690.46,3,4,4,11,High Value
2919,27,13,501127.39,3,4,2,9,Medium Value
2920,21,15,937294.6,3,4,4,11,High Value
2921,98,7,372615.45,1,1,1,3,Low Value
2922,48,15,1056561.06,2,4,4,10,High Value
2923,158,11,535432.62,1,3,2,6,Low Value
2924,6,13,689294.5700000001,4,4,3,11,High Value
2925,11,15,618341.1699999999,4,4,3,11,High Value
2926,49,22,1456924.58,2,4,4,10,High Value
2927,13,10,537901.91,4,3,2,9,Medium Value
2928,23,12,555991.66,3,4,2,9,Medium Value
2929,69,9,377051.37,2,2,1,5,Low Value
2930,150,9,419267.78,1,2,2,5,Low Value
2931,2,8,524955.89,4,2,2,8,Medium Value
2932,42,9,622532.77,2,2,3,7,Medium Value
2933,4,7,490585.27,4,1,2,7,Medium Value
2934,53,14,956890.35,2,4,4,10,High Value
2935,3,15,762537.1900000001,4,4,4,12,High Value
2936,54,11,445299.08999999997,2,3,2,7,Medium Value
2937,20,8,423757.91,3,2,2,7,Medium Value
2938,75,8,415596.91000000003,2,2,1,5,Low Value
2939,29,11,569552.89,3,3,3,9,Medium Value
2940,9,15,732170.3,4,4,4,12,High Value
2941,10,12,912211.13,4,4,4,12,High Value
2942,2,6,270101.98,4,1,1,6,Low Value
2943,6,9,850428.34,4,2,4,10,High Value
2944,36,11,558908.13,3,3,3,9,Medium Value
2945,60,14,550994.65,2,4,2,8,Medium Value
2946,43,13,841728.62,2,4,4,10,High Value
2947,50,11,779516.25,2,3,4,9,Medium Value
2948,28,6,417893.58999999997,3,1,2,6,Low Value
2949,25,17,902359.15,3,4,4,11,High Value
2950,21,6,296750.61,3,1,1,5,Low Value
2951,54,8,623525.94,2,2,3,7,Medium Value
2952,32,14,886030.04,3,4,4,11,High Value
2953,93,12,636956.5,1,4,3,8,Medium Value
2954,139,10,655422.59,1,3,3,7,Medium Value
2955,2,7,191439.81,4,1,1,6,Low Value
2956,126,10,697347.3200000001,1,3,3,7,Medium Value
2957,64,11,783594.38,2,3,4,9,Medium Value
2958,95,9,275853.08,1,2,1,4,Low Value
2959,217,5,446702.61,1,1,2,4,Low Value
2960,12,14,551299.29,4,4,2,10,High Value
2961,153,7,420213.54000000004,1,1,2,4,Low Value
2962,200,4,245962.57,1,1,1,3,Low Value
2963,130,13,882904.67,1,4,4,9,Medium Value
2964,149,10,763704.34,1,3,4,8,Medium Value
2965,10,14,1054733.08,4,4,4,12,High Value
2966,1,13,625921.5599999999,4,4,3,11,High Value
2967,47,12,515742.09,2,4,2,8,Medium Value
2968,16,11,580071.46,4,3,3,10,High Value
2969,13,12,582215.48,4,4,3,11,High Value
2970,67,4,204368.61000000002,2,1,1,4,Low Value
2971,211,10,635029.21,1,3,3,7,Medium Value
2972,30,12,776160.66,3,4,4,11,High Value
2973,143,8,473196.97,1,2,2,5,Low Value
2974,49,9,717081.48,2,2,3,7,Medium Value
2975,29,11,494321.35,3,3,2,8,Medium Value
2976,7,11,354194.02,4,3,1,8,Medium Value
2977,7,11,512103.69,4,3,2,9,Medium Value
2978,3,13,622849.96,4,4,3,11,High Value
2979,8,12,620861.78,4,4,3,11,High Value
2980,31,8,616162.45,3,2,3,8,Medium Value
2981,42,5,460120.0,2,1,2,5,Low Value
2982,11,10,510168.16,4,3,2,9,Medium Value
2983,175,2,50245.600000000006,1,1,1,3,Low Value
2984,2,13,484902.7,4,4,2,10,High Value
2985,2,12,708865.75,4,4,3,11,High Value
2986,65,12,624443.32,2,4,3,9,Medium Value
2987,73,8,640149.6799999999,2,2,3,7,Medium Value
2988,32,10,397019.37,3,3,1,7,Medium Value
2989,78,13,565349.13,2,4,3,9,Medium Value
2990,114,10,408415.32,1,3,1,5,Low Value
2991,136,7,483219.63,1,1,2,4,Low Value
2992,21,15,758936.3300000001,3,4,4,11,High Value
2993,1,9,613824.64,4,2,3,9,Medium Value
2994,53,14,697372.82,2,4,3,9,Medium Value
2995,56,5,259073.39,2,1,1,4,Low Value
2996,10,20,1298331.12,4,4,4,12,High Value
2997,32,5,277138.58,3,1,1,5,Low Value
2998,88,7,463785.48,1,1,2,4,Low Value
2999,13,7,434792.79,4,1,2,7,Medium Value
3000,39,9,503417.22,3,2,2,7,Medium Value
3001,440,2,164857.53,1,1,1,3,Low Value
3002,22,7,344069.28,3,1,1,5,Low Value
3003,23,14,892842.63,3,4,4,11,High Value
3004,37,4,289076.57,3,1,1,5,Low Value
3005,23,11,460989.12,3,3,2,8,Medium Value
3006,132,10,519253.72,1,3,2,6,Low Value
3007,37,13,590828.36,3,4,3,10,High Value
3008,35,9,375314.1,3,2,1,6,Low Value
3009,43,10,1041194.77,2,3,4,9,Medium Value
3010,61,8,433139.16,2,2,2,6,Low Value
3011,48,9,420513.12,2,2,2,6,Low Value
3012,8,10,576766.08,4,3,3,10,High Value
3013,55,13,579438.33,2,4,3,9,Medium Value
3014,7,11,418787.3,4,3,2,9,Medium Value
3015,35,11,623742.83,3,3,3,9,Medium Value
3016,32,14,873196.8400000001,3,4,4,11,High Value
3017,75,11,420130.26,2,3,2,7,Medium Value
3018,33,9,528130.49,3,2,2,7,Medium Value
3019,38,8,266727.46,3,2,1,6,Low Value
3020,8,9,925195.1399999999,4,2,4,10,High Value
3021,40,6,278746.19,3,1,1,5,Low Value
3022,40,14,677522.4,3,4,3,10,High Value
3023,13,11,560331.76,4,3,3,10,High Value
3024,61,10,863718.44,2,3,4,9,Medium Value
3025,165,8,393027.75,1,2,1,4,Low Value
3026,190,6,410368.76999999996,1,1,1,3,Low Value
3027,3,9,363743.05,4,2,1,7,Medium Value
3028,20,7,352272.60000000003,3,1,1,5,Low Value
3029,36,8,542853.45,3,2,2,7,Medium Value
3030,187,8,313366.14999999997,1,2,1,4,Low Value
3031,201,7,409508.14,1,1,1,3,Low Value
3032,25,7,176165.45,3,1,1,5,Low Value
3033,20,17,798230.06,3,4,4,11,High Value
3034,24,9,646892.5599999999,3,2,3,8,Medium Value
3035,5,14,679574.53,4,4,3,11,High Value
3036,31,10,651323.75,3,3,3,9,Medium Value
3037,48,10,817341.45,2,3,4,9,Medium Value
3038,51,9,742120.92,2,2,4,8,Medium Value
3039,53,11,367823.7,2,3,1,6,Low Value
3040,10,12,740591.61,4,4,4,12,High Value
3041,84,4,235011.84999999998,1,1,1,3,Low Value
3042,25,13,953723.82,3,4,4,11,High Value
3043,65,12,661982.49,2,4,3,9,Medium Value
3044,83,12,550536.96,1,4,2,7,Medium Value
3045,47,13,766368.04,2,4,4,10,High Value
3046,71,9,408994.95,2,2,1,5,Low Value
3047,39,9,533655.23,3,2,2,7,Medium Value
3048,33,10,481153.83,3,3,2,8,Medium Value
3049,13,15,667932.4199999999,4,4,3,11,High Value
3050,69,8,559971.28,2,2,3,7,Medium Value
3051,100,6,341708.42000000004,1,1,1,3,Low Value
3052,65,14,850193.69,2,4,4,10,High Value
3053,57,8,410511.49,2,2,1,5,Low Value
3054,224,9,399411.85,1,2,1,4,Low Value
3055,118,7,445517.22,1,1,2,4,Low Value
3056,5,10,629772.07,4,3,3,10,High Value
3057,18,9,296504.52,3,2,1,6,Low Value
3058,30,3,197690.95,3,1,1,5,Low Value
3059,36,11,753858.24,3,3,4,10,High Value
3060,3,11,785355.05,4,3,4,11,High Value
3061,54,8,453655.48,2,2,2,6,Low Value
3062,6,12,554682.44,4,4,2,10,High Value
3063,42,12,608646.19,2,4,3,9,Medium Value
3064,142,12,563249.0,1,4,3,8,Medium Value
3065,217,8,461921.67000000004,1,2,2,5,Low Value
3066,8,16,966665.04,4,4,4,12,High Value
3067,30,11,587550.4,3,3,3,9,Medium Value
3068,76,6,374641.35,2,1,1,4,Low Value
3069,24,8,296243.84,3,2,1,6,Low Value
3070,22,10,641307.68,3,3,3,9,Medium Value
3071,83,7,387528.86,1,1,1,3,Low Value
3072,102,9,372145.83999999997,1,2,1,4,Low Value
3073,97,10,463969.47000000003,1,3,2,6,Low Value
3074,45,5,310680.88,2,1,1,4,Low Value
3075,38,6,373378.06,3,1,1,5,Low Value
3076,51,9,844155.03,2,2,4,8,Medium Value
3077,19,12,657018.12,3,4,3,10,High Value
3078,44,11,813285.63,2,3,4,9,Medium Value
3079,43,11,727919.27,2,3,4,9,Medium Value
3080,10,16,743862.1,4,4,4,12,High Value
3081,64,8,283162.07,2,2,1,5,Low Value
3082,36,11,637061.2100000001,3,3,3,9,Medium Value
3083,132,9,426251.02,1,2,2,5,Low Value
3084,16,7,311538.88,4,1,1,6,Low Value
3085,42,9,455841.95999999996,2,2,2,6,Low Value
3086,138,5,250965.03999999998,1,1,1,3,Low Value
3087,99,12,1016279.25,1,4,4,9,Medium Value
3088,169,13,1032930.34,1,4,4,9,Medium Value
3089,102,12,629965.51,1,4,3,8,Medium Value
3090,12,8,480796.94,4,2,2,8,Medium Value
3091,20,7,402732.64,3,1,1,5,Low Value
3092,21,8,383652.43,3,2,1,6,Low Value
3093,146,14,710091.88,1,4,3,8,Medium Value
3094,14,11,600819.99,4,3,3,10,High Value
3095,117,13,708279.3,1,4,3,8,Medium Value
3096,73,6,273961.85,2,1,1,4,Low Value
3097,117,11,785200.94,1,3,4,8,Medium Value
3098,34,14,890176.38,3,4,4,11,High Value
3099,56,12,821257.06,2,4,4,10,High Value
3100,86,10,576675.23,1,3,3,7,Medium Value
3101,7,6,516366.55,4,1,2,7,Medium Value
3102,21,13,414751.62,3,4,1,8,Medium Value
3103,33,12,655948.52,3,4,3,10,High Value
3104,18,11,611397.3200000001,3,3,3,9,Medium Value
3105,241,4,197796.85,1,1,1,3,Low Value
3106,76,9,407153.51,2,2,1,5,Low Value
3107,16,11,603572.77,4,3,3,10,High Value
3108,31,15,1110000.76,3,4,4,11,High Value
3109,149,10,328723.48,1,3,1,5,Low Value
3110,64,10,497876.89,2,3,2,7,Medium Value
3111,28,13,852849.19,3,4,4,11,High Value
3112,39,6,414005.9,3,1,1,5,Low Value
3113,11,8,439193.74,4,2,2,8,Medium Value
3114,52,6,211441.79,2,1,1,4,Low Value
3115,19,7,451030.7,3,1,2,6,Low Value
3116,107,6,536219.94,1,1,2,4,Low Value
3117,28,15,712836.17,3,4,3,10,High Value
3118,25,8,413716.52,3,2,1,6,Low Value
3119,70,12,549254.6799999999,2,4,2,8,Medium Value
3120,7,9,386341.19,4,2,1,7,Medium Value
3121,18,12,1000735.4500000001,3,4,4,11,High Value
3122,121,5,295696.36,1,1,1,3,Low Value
3123,82,9,452986.92,2,2,2,6,Low Value
3124,76,15,876362.86,2,4,4,10,High Value
3125,10,12,700309.52,4,4,3,11,High Value
3126,89,9,666155.98,1,2,3,6,Low Value
3127,43,12,732128.32,2,4,4,10,High Value
3128,66,7,400247.04000000004,2,1,1,4,Low Value
3129,2,14,1061074.78,4,4,4,12,High Value
3130,24,7,608427.26,3,1,3,7,Medium Value
3131,5,12,895245.77,4,4,4,12,High Value
3132,147,11,483653.52999999997,1,3,2,6,Low Value
3133,113,9,806149.95,1,2,4,7,Medium Value
3134,30,14,742524.55,3,4,4,11,High Value
3135,31,14,937998.5499999999,3,4,4,11,High Value
3136,23,9,397367.97000000003,3,2,1,6,Low Value
3137,5,8,426790.22,4,2,2,8,Medium Value
3138,52,9,375547.03,2,2,1,5,Low Value
3139,81,13,590363.39,2,4,3,9,Medium Value
3140,34,9,396201.68,3,2,1,6,Low Value
3141,40,12,638125.59,3,4,3,10,High Value
3142,61,13,877565.49,2,4,4,10,High Value
3143,39,9,451298.01,3,2,2,7,Medium Value
3144,61,10,518688.49,2,3,2,7,Medium Value
3145,21,9,491618.43,3,2,2,7,Medium Value
3146,3,10,516201.87,4,3,2,9,Medium Value
3147,20,13,711535.21,3,4,3,10,High Value
3148,66,15,675996.7,2,4,3,9,Medium Value
3149,94,11,504570.57,1,3,2,6,Low Value
3150,20,9,372948.43,3,2,1,6,Low Value
3151,23,7,573933.49,3,1,3,7,Medium Value
3152,135,13,840224.54,1,4,4,9,Medium Value
3153,32,8,297903.19,3,2,1,6,Low Value
3154,114,8,444753.58999999997,1,2,2,5,Low Value
3155,12,9,362439.37,4,2,1,7,Medium Value
3156,34,8,586790.72,3,2,3,8,Medium Value
3157,154,4,197118.78,1,1,1,3,Low Value
3158,69,11,705130.35,2,3,3,8,Medium Value
3159,6,7,352179.07,4,1,1,6,Low Value
3160,3,14,1080928.58,4,4,4,12,High Value
3161,1,11,807676.6699999999,4,3,4,11,High Value
3162,25,14,643711.0900000001,3,4,3,10,High Value
3163,19,15,1106616.42,3,4,4,11,High Value
3164,25,10,445245.38,3,3,2,8,Medium Value
3165,52,8,399585.52999999997,2,2,1,5,Low Value
3166,28,10,476226.67000000004,3,3,2,8,Medium Value
3167,16,22,1118114.3,4,4,4,12,High Value
3168,96,6,311193.69,1,1,1,3,Low Value
